FixID,DateTime,Latitude ,Longitude ,Altitude 
587,05/19/2014 04:01:42,38.5271792,-111.9827075,2769.695
588,05/19/2014 08:01:13,38.529225,-111.9816394,2818.098
590,05/19/2014 16:01:17,38.5240075,-111.9763692,2818.973
591,05/19/2014 20:01:03,38.5260342,-111.9779706,2761.766
592,05/20/2014 00:01:22,38.5262511,-111.9798167,2797.383
594,05/20/2014 08:01:22,38.5265872,-111.9797292,2800.656
595,05/20/2014 12:01:43,38.5263736,-111.9793389,2784.328
596,05/20/2014 16:01:22,38.5264375,-111.9795139,2740.152
597,05/20/2014 20:00:59,38.5262622,-111.979715,2746.074
598,05/21/2014 00:01:01,38.5260656,-111.9795403,2742.582
599,05/21/2014 04:01:20,38.5261953,-111.9793514,2775.203
601,05/21/2014 12:01:19,38.5273164,-111.9789528,2771.863
602,05/21/2014 16:01:20,38.5264367,-111.9795008,2797.176
605,05/22/2014 04:02:06,38.5263478,-111.9795228,2769.012
606,05/22/2014 08:01:56,38.5262269,-111.9794453,2801.477
607,05/22/2014 12:01:17,38.5263611,-111.97974,2764.113
608,05/22/2014 16:01:48,38.5262069,-111.9798525,2743.461
609,05/22/2014 20:01:17,38.5261511,-111.9797075,2781.406
610,05/23/2014 00:01:43,38.5262383,-111.9794128,2761.258
612,05/23/2014 08:02:17,38.5263294,-111.9796925,2789.73
613,05/23/2014 12:01:19,38.5262497,-111.9796572,2792.152
614,05/23/2014 16:02:28,38.5268942,-111.9796239,2778.809
615,05/23/2014 20:00:59,38.5262578,-111.9791553,2781.234
616,05/24/2014 00:01:35,38.5263692,-111.9795906,2762.027
617,05/24/2014 04:01:17,38.5290967,-111.9775397,2749.551
619,05/24/2014 12:00:59,38.5478256,-111.9869958,2841.695
620,05/24/2014 16:01:19,38.5515664,-111.9818836,2831.84
621,05/24/2014 20:01:20,38.5519783,-111.9809722,2834.465
622,05/25/2014 00:01:37,38.5519692,-111.9809183,2838.195
623,05/25/2014 04:01:19,38.5519086,-111.9808708,2875.402
624,05/25/2014 08:01:39,38.5520431,-111.9807297,2848.344
625,05/25/2014 12:00:59,38.5518306,-111.9809056,2870.715
626,05/25/2014 16:00:59,38.55199,-111.9808206,2862.035
627,05/25/2014 20:01:48,38.5522583,-111.9809703,2899.133
629,05/26/2014 04:01:21,38.5519494,-111.9810028,2840.426
633,05/26/2014 20:01:19,38.5521133,-111.9808717,2845.574
634,05/27/2014 00:01:07,38.5518817,-111.9808256,2839.668
635,05/27/2014 04:01:16,38.5518194,-111.9808525,2832.965
637,05/27/2014 12:01:36,38.5552875,-111.9746942,2813.973
638,05/27/2014 16:01:29,38.5555669,-111.9746683,2820.266
641,05/28/2014 04:02:16,38.5677147,-111.9709339,2914.988
642,05/28/2014 08:02:05,38.5824661,-111.96764,2917.125
643,05/28/2014 12:01:13,38.5828594,-111.9675272,3172.902
646,05/29/2014 00:02:15,38.5721156,-111.9579511,3040.797
651,05/29/2014 20:02:23,38.5637186,-111.9479925,2925.227
652,05/30/2014 00:00:57,38.5680378,-111.9600564,2979.09
653,05/30/2014 04:01:21,38.5637383,-111.9475081,2921.531
656,05/30/2014 16:01:07,38.5576847,-111.9511092,2829.508
657,05/30/2014 20:01:47,38.5523931,-111.9469378,2627.332
658,05/31/2014 00:00:56,38.5418928,-111.9360619,2394.828
659,05/31/2014 04:01:21,38.5354681,-111.9379847,2479.082
660,05/31/2014 08:01:19,38.5363794,-111.9458481,2620.883
661,05/31/2014 12:01:01,38.5359386,-111.9463003,2654.707
662,05/31/2014 16:01:36,38.5357869,-111.9462361,2666.477
663,05/31/2014 20:01:18,38.5327303,-111.9401358,2541.469
664,06/01/2014 00:00:59,38.5343528,-111.9210714,2261.852
665,06/01/2014 04:02:06,38.5277303,-111.92741,2364.477
666,06/01/2014 08:01:06,38.54061,-111.9367903,2413.137
667,06/01/2014 12:01:48,38.5420019,-111.9387178,2441.512
668,06/01/2014 16:01:14,38.5422306,-111.9393967,2433.281
669,06/01/2014 20:01:40,38.5379583,-111.9287931,2333.91
670,06/02/2014 00:01:14,38.5491189,-111.906075,2334.504
671,06/02/2014 04:01:44,38.5488872,-111.8821522,2307.711
672,06/02/2014 08:01:14,38.5641142,-111.9043347,2371.113
673,06/02/2014 12:00:51,38.5613431,-111.9063586,2445.563
674,06/02/2014 16:02:28,38.5607711,-111.9078522,2475.184
675,06/02/2014 20:01:42,38.5608067,-111.9078075,2472.871
676,06/03/2014 00:01:06,38.560935,-111.9078914,2460.047
677,06/03/2014 04:01:31,38.5607578,-111.9079389,2461.703
679,06/03/2014 12:01:00,38.5608847,-111.907735,2475.117
680,06/03/2014 16:02:06,38.5608533,-111.9077928,2474.184
681,06/03/2014 20:01:18,38.5607342,-111.9079247,2476.301
682,06/04/2014 00:01:04,38.5608353,-111.9078636,2473.703
683,06/04/2014 04:01:19,38.5608469,-111.9077997,2459.207
685,06/04/2014 12:01:00,38.5610656,-111.9077678,2472.691
686,06/04/2014 16:01:22,38.5618733,-111.9077403,2547.941
687,06/04/2014 20:01:18,38.5624628,-111.9104158,2406.547
689,06/05/2014 04:01:17,38.5607819,-111.9078803,2473.016
691,06/05/2014 12:01:22,38.5605681,-111.9081361,2485.617
692,06/05/2014 16:01:06,38.5609178,-111.9077553,2468.621
693,06/05/2014 20:01:49,38.5608431,-111.9078758,2461.098
694,06/06/2014 00:00:49,38.5629136,-111.9098839,2372.074
695,06/06/2014 04:01:48,38.5607525,-111.9079275,2467.723
698,06/06/2014 16:01:18,38.5605992,-111.9082133,2476.691
699,06/06/2014 20:02:00,38.5606889,-111.9079539,2476.051
700,06/07/2014 00:01:19,38.5608697,-111.9078628,2467.613
701,06/07/2014 04:01:45,38.5609892,-111.9077544,2472.965
705,06/07/2014 20:01:07,38.5658217,-111.9143411,2538.801
706,06/08/2014 00:01:37,38.5611344,-111.9074461,2646.945
707,06/08/2014 04:01:14,38.5608558,-111.9078742,2459.988
711,06/08/2014 20:01:08,38.5607608,-111.9078439,2470.242
712,06/09/2014 00:00:59,38.5616406,-111.9048517,2436.457
713,06/09/2014 04:01:21,38.5617933,-111.9049072,2421.207
715,06/09/2014 12:01:59,38.5643703,-111.9092856,2445.746
716,06/09/2014 16:01:49,38.5643828,-111.9093728,2441.664
717,06/09/2014 20:01:19,38.56113,-111.9058353,2448.438
718,06/10/2014 00:01:21,38.5618186,-111.9049978,2437.672
719,06/10/2014 04:01:18,38.5601997,-111.9190058,2438.77
722,06/10/2014 16:01:42,38.5642297,-111.9385064,2896.711
723,06/10/2014 20:01:22,38.56995,-111.9435853,3014.188
724,06/11/2014 00:01:20,38.5734028,-111.9444347,3074.535
726,06/11/2014 08:02:14,38.5800136,-111.9472653,3054.301
727,06/11/2014 12:01:19,38.5782831,-111.9497786,3122.109
728,06/11/2014 16:01:20,38.5772997,-111.9523381,3162.273
730,06/12/2014 00:01:16,38.5694364,-111.9601311,2986.93
732,06/12/2014 08:00:59,38.5578831,-111.9653508,2889.352
734,06/12/2014 16:01:23,38.5579606,-111.9653128,2892.434
735,06/12/2014 20:01:48,38.5492183,-111.9581836,2781.258
736,06/13/2014 00:00:59,38.5498933,-111.9596886,2813.957
737,06/13/2014 04:02:09,38.5497147,-111.9602639,2818.406
738,06/13/2014 08:01:01,38.5501556,-111.9635647,2770.77
739,06/13/2014 12:01:48,38.5500542,-111.9638,2779.953
741,06/13/2014 20:00:58,38.5460614,-111.9510686,2642.395
742,06/14/2014 00:01:18,38.5455758,-111.94984,2584.027
743,06/14/2014 04:01:33,38.5462036,-111.9502986,2588.477
745,06/14/2014 12:01:42,38.5439561,-111.9540919,2612.828
747,06/14/2014 20:01:06,38.5458383,-111.95005,2564.145
749,06/15/2014 04:00:58,38.5471883,-111.9479131,2580.379
750,06/15/2014 08:01:14,38.5476622,-111.9496225,2565.102
751,06/15/2014 12:01:36,38.5499003,-111.9519325,2603.113
752,06/15/2014 16:01:19,38.5519408,-111.9516133,2673.324
753,06/15/2014 20:01:10,38.5518886,-111.950485,2676.574
754,06/16/2014 00:01:18,38.5517503,-111.9504411,2719.395
755,06/16/2014 04:01:19,38.5520108,-111.9504647,2715.832
756,06/16/2014 08:00:56,38.5569978,-111.9455475,2876.512
758,06/16/2014 16:01:12,38.5520933,-111.942015,2627.98
760,06/17/2014 00:00:59,38.5428183,-111.9418872,2426.625
761,06/17/2014 04:01:14,38.5427208,-111.94153,2475.359
762,06/17/2014 08:01:14,38.5426956,-111.9418247,2427.93
763,06/17/2014 12:01:18,38.5514181,-111.9463219,2609.387
767,06/18/2014 04:01:12,38.5595961,-111.9467808,2868.617
770,06/18/2014 16:01:19,38.5720269,-111.9404808,3008.82
771,06/18/2014 20:01:24,38.5708831,-111.9436989,2987.367
774,06/19/2014 08:01:19,38.5756122,-111.9423636,2992.457
776,06/19/2014 16:01:50,38.5734536,-111.9340981,2783.363
777,06/19/2014 20:01:07,38.5547414,-111.9412375,2652.125
778,06/20/2014 00:01:16,38.5547072,-111.9412883,2661.879
779,06/20/2014 04:01:15,38.5548547,-111.9412739,2620.996
780,06/20/2014 08:01:48,38.5552453,-111.9408467,2665.836
781,06/20/2014 12:01:19,38.5552433,-111.9409189,2673.961
782,06/20/2014 16:00:59,38.5555864,-111.9386822,2682.035
783,06/20/2014 20:01:12,38.5426997,-111.9418714,2419.578
786,06/21/2014 08:01:19,38.5433436,-111.9442078,2419.805
789,06/21/2014 20:01:29,38.5411672,-111.9421689,2520.789
791,06/22/2014 04:01:16,38.5365247,-111.9541303,2676.262
792,06/22/2014 08:01:18,38.5394781,-111.9552783,2629.328
793,06/22/2014 12:01:19,38.5409281,-111.9574831,2628.379
795,06/22/2014 20:01:18,38.5394381,-111.9551725,2627.145
797,06/23/2014 04:01:19,38.5394725,-111.9552736,2616.777
801,06/23/2014 20:01:14,38.549085,-111.9627467,2763.867
802,06/24/2014 00:01:14,38.5487394,-111.9604847,2774.508
803,06/24/2014 04:01:49,38.5500614,-111.9696308,2849.789
807,06/24/2014 20:01:33,38.5672878,-111.9598975,2940.059
808,06/25/2014 00:00:54,38.575305,-111.9623678,3110.398
809,06/25/2014 04:01:40,38.5832008,-111.9788972,2942.379
811,06/25/2014 12:01:21,38.6007714,-111.9702578,3016.082
812,06/25/2014 16:01:21,38.5991089,-111.9704125,3004.754
813,06/25/2014 20:01:19,38.5970131,-111.9746922,2903.113
814,06/26/2014 00:01:43,38.5822544,-111.9835036,2868.152
815,06/26/2014 04:01:17,38.5957892,-111.9907867,2921.023
817,06/26/2014 12:01:08,38.6060878,-111.988745,3062.363
818,06/26/2014 16:01:28,38.606075,-111.9888536,3114.762
819,06/26/2014 20:01:22,38.606015,-111.9888117,3083.156
822,06/27/2014 08:01:20,38.6062039,-111.9887239,3067.391
825,06/27/2014 20:01:10,38.6059572,-111.988715,3065.578
826,06/28/2014 00:01:13,38.6060572,-111.9888433,3070.199
827,06/28/2014 04:01:11,38.6060078,-111.9887253,3058.555
828,06/28/2014 08:01:42,38.6060261,-111.9888669,3096.727
829,06/28/2014 12:01:13,38.6060458,-111.9889889,3070.297
830,06/28/2014 16:01:48,38.6061353,-111.9888719,3106.383
831,06/28/2014 20:01:25,38.6059358,-111.9889128,3059.762
832,06/29/2014 00:01:20,38.6060769,-111.9888525,3092.727
833,06/29/2014 04:01:51,38.6060608,-111.9886847,3088.742
834,06/29/2014 08:00:50,38.6060906,-111.9887583,3082.371
835,06/29/2014 12:00:57,38.6061622,-111.9887281,3083.793
836,06/29/2014 16:01:28,38.6061917,-111.9886003,3065.414
837,06/29/2014 20:01:42,38.6060217,-111.9887697,3103.391
838,06/30/2014 00:01:03,38.6061739,-111.9888039,3075.574
839,06/30/2014 04:02:09,38.6060714,-111.9886625,3098.605
843,06/30/2014 20:01:19,38.6060844,-111.9883692,3089.305
846,07/01/2014 08:00:57,38.6013897,-111.9673392,3104.906
848,07/01/2014 16:01:20,38.5983142,-111.9615475,3083.008
849,07/01/2014 20:01:20,38.5989908,-111.961075,3146.723
850,07/02/2014 00:01:18,38.5989492,-111.9612364,3170.047
853,07/02/2014 12:01:19,38.5986408,-111.9610686,3185.84
855,07/02/2014 20:01:20,38.5989883,-111.9612547,3176.91
856,07/03/2014 00:01:20,38.5988447,-111.9611725,3181.125
860,07/03/2014 16:01:20,38.5970828,-111.9607031,3154.754
861,07/03/2014 20:01:20,38.5988561,-111.9611244,3218.641
862,07/04/2014 00:01:19,38.5988503,-111.9611206,3147.992
867,07/04/2014 20:00:59,38.5744353,-111.9409494,2966.195
868,07/05/2014 00:01:20,38.5720422,-111.9378817,2959.277
870,07/05/2014 08:01:20,38.5708306,-111.9409331,3008.145
871,07/05/2014 12:01:21,38.5710158,-111.9442803,3008.465
872,07/05/2014 16:01:49,38.5754797,-111.9439075,3059.066
873,07/05/2014 20:01:12,38.5837603,-111.9572942,3279.969
874,07/06/2014 00:02:06,38.5987603,-111.9612617,3142.68
875,07/06/2014 04:01:03,38.5754317,-111.9423514,2973.551
877,07/06/2014 12:01:13,38.5754089,-111.9423178,2986.277
878,07/06/2014 16:01:08,38.575435,-111.9423675,2987.109
882,07/07/2014 08:01:21,38.5755033,-111.9424314,2995.477
883,07/07/2014 12:01:18,38.5755967,-111.9422219,3021.504
884,07/07/2014 16:01:29,38.5758433,-111.9429092,2960.047
885,07/07/2014 20:01:25,38.5758269,-111.9424292,2989.934
886,07/08/2014 00:02:23,38.5755447,-111.9423264,2991.234
888,07/08/2014 08:01:19,38.5754844,-111.9424514,3021.422
889,07/08/2014 12:01:18,38.5755317,-111.9423847,3002.293
892,07/09/2014 00:01:00,38.5918,-111.9653111,3107.438
893,07/09/2014 04:01:22,38.5913853,-111.9631103,3148.559
894,07/09/2014 08:01:20,38.5756483,-111.9424403,3015.609
899,07/10/2014 04:01:51,38.5755547,-111.94227,3006.02
900,07/10/2014 08:01:22,38.5756131,-111.9422861,2992.594
901,07/10/2014 12:01:21,38.5755894,-111.9424881,2972.152
903,07/10/2014 20:02:07,38.5916711,-111.9651678,3130.645
904,07/11/2014 00:01:21,38.5919667,-111.9653064,3064.949
905,07/11/2014 04:01:20,38.5917122,-111.9652389,3061.164
906,07/11/2014 08:01:53,38.5912897,-111.9654333,3164.934
907,07/11/2014 12:01:22,38.5913808,-111.9650047,3089.754
909,07/11/2014 20:01:20,38.5914342,-111.9632872,3143.809
911,07/12/2014 04:01:25,38.5918744,-111.9655567,3104.391
912,07/12/2014 08:00:49,38.5900625,-111.96406,3120.836
914,07/12/2014 16:01:01,38.5897308,-111.9643397,3213.414
916,07/13/2014 00:01:14,38.5912044,-111.9653925,3100.57
919,07/13/2014 12:01:19,38.5895497,-111.9624339,3213.691
920,07/13/2014 16:02:15,38.5895197,-111.9624233,3228.32
921,07/13/2014 20:01:26,38.5810461,-111.9559819,3212.73
922,07/14/2014 00:01:23,38.5817772,-111.9484592,3065.832
924,07/14/2014 08:01:36,38.5830444,-111.9317744,2760.371
925,07/14/2014 12:01:19,38.5860567,-111.9259392,2755.07
926,07/14/2014 16:01:19,38.5858953,-111.9258181,2648.855
928,07/15/2014 00:01:51,38.5798742,-111.9199433,2615.234
929,07/15/2014 04:00:59,38.59089,-111.91848,2629.648
930,07/15/2014 08:01:22,38.5828917,-111.9219981,2585.656
931,07/15/2014 12:01:36,38.5790369,-111.9219561,2613.215
932,07/15/2014 16:01:19,38.5777364,-111.9214328,2598.633
934,07/16/2014 00:01:36,38.5843558,-111.92308,2658.371
935,07/16/2014 04:01:30,38.5793458,-111.9289883,2704.504
937,07/16/2014 12:01:23,38.5696917,-111.9378597,2822.977
938,07/16/2014 16:01:19,38.5712628,-111.9325056,2818.93
940,07/17/2014 00:02:12,38.5875469,-111.9011378,2403.016
941,07/17/2014 04:01:12,38.5909839,-111.8960233,2359.402
942,07/17/2014 08:01:01,38.5926678,-111.8926856,2383.27
943,07/17/2014 12:01:16,38.5926394,-111.8925836,2352.781
944,07/17/2014 16:01:18,38.5932064,-111.8893478,2418.652
945,07/17/2014 20:01:46,38.5838833,-111.8959336,2384.578
947,07/18/2014 04:01:20,38.5709889,-111.9354578,2891.191
948,07/18/2014 08:01:18,38.5731503,-111.9394089,2966.016
950,07/18/2014 16:01:21,38.5754536,-111.9414603,2985.332
951,07/18/2014 20:01:44,38.5772461,-111.9516439,3072.941
952,07/19/2014 00:00:59,38.5923267,-111.9604189,3108.176
953,07/19/2014 04:01:21,38.5936817,-111.9573383,3173.23
955,07/19/2014 12:02:08,38.585945,-111.9587869,3287.793
956,07/19/2014 16:01:41,38.5861303,-111.9588003,3278.223
958,07/20/2014 00:01:28,38.5810969,-111.9432833,2977.367
959,07/20/2014 04:02:17,38.5805558,-111.9435133,2964.973
960,07/20/2014 08:01:42,38.5764428,-111.9398258,2909.426
961,07/20/2014 12:01:36,38.5756961,-111.9393889,2930.078
962,07/20/2014 16:01:32,38.5758578,-111.9393892,2926.258
964,07/21/2014 00:02:23,38.5828275,-111.9457686,2985.965
965,07/21/2014 04:01:38,38.5881744,-111.9574036,3275.715
966,07/21/2014 08:01:18,38.5862494,-111.9556672,3317.48
967,07/21/2014 12:01:21,38.5859678,-111.9556464,3274.465
968,07/21/2014 16:01:04,38.5860022,-111.9557628,3291.977
969,07/21/2014 20:01:07,38.5846192,-111.9565325,3258.68
970,07/22/2014 00:01:08,38.5845586,-111.9565675,3237.887
972,07/22/2014 08:01:06,38.5846394,-111.9512875,3122.969
973,07/22/2014 12:01:37,38.5842628,-111.951385,3150.809
974,07/22/2014 16:01:21,38.5840742,-111.9515411,3094.453
975,07/22/2014 20:01:48,38.5833294,-111.9268008,2737.441
976,07/23/2014 00:00:49,38.5938617,-111.9115967,2557.266
978,07/23/2014 08:01:02,38.5952531,-111.9077775,2473.16
979,07/23/2014 12:01:08,38.5952119,-111.9072447,2462.266
980,07/23/2014 16:01:20,38.5952086,-111.9073303,2454.363
982,07/24/2014 00:02:07,38.5937944,-111.90369,2450.832
983,07/24/2014 04:01:22,38.5934381,-111.8994414,2448.91
984,07/24/2014 08:01:17,38.5939928,-111.9031508,2408.332
985,07/24/2014 12:02:00,38.5943336,-111.9034233,2391.043
986,07/24/2014 16:01:13,38.5944789,-111.9037364,2424.609
987,07/24/2014 20:01:18,38.5890442,-111.90286,2439.176
989,07/25/2014 04:01:15,38.5938792,-111.9111864,2544.75
991,07/25/2014 12:02:16,38.5956881,-111.9119464,2523.75
993,07/25/2014 20:01:20,38.5977406,-111.9129592,2533.449
994,07/26/2014 00:01:23,38.5991219,-111.9124,2552.313
995,07/26/2014 04:01:23,38.5981508,-111.916025,2609.496
996,07/26/2014 08:01:48,38.5987181,-111.9195231,2688.449
997,07/26/2014 12:01:12,38.5987989,-111.9192703,2697.25
998,07/26/2014 16:00:49,38.6031197,-111.9084078,2617.184
999,07/26/2014 20:00:59,38.5972847,-111.8986575,2397.664
1000,07/27/2014 00:02:01,38.5962642,-111.8960844,2380.707
1001,07/27/2014 04:02:05,38.5965047,-111.8961328,2386.305
1002,07/27/2014 08:00:59,38.5961481,-111.8956275,2385.102
1004,07/27/2014 16:00:59,38.5960253,-111.8948844,2399.656
1005,07/27/2014 20:01:20,38.5972606,-111.8962311,2338.246
1006,07/28/2014 00:00:57,38.5964203,-111.8960228,2380.148
1007,07/28/2014 04:01:14,38.5956975,-111.8973111,2442.316
1008,07/28/2014 08:01:00,38.6001944,-111.9020203,2447.813
1009,07/28/2014 12:01:12,38.6002086,-111.9019883,2455.613
1010,07/28/2014 16:01:34,38.6042472,-111.9056719,2537.445
1012,07/29/2014 00:02:21,38.6066678,-111.9022389,2528.848
1014,07/29/2014 08:01:20,38.6063583,-111.9020861,2536.113
1017,07/29/2014 20:01:45,38.6062625,-111.9019436,2548.059
1019,07/30/2014 04:01:21,38.6064436,-111.9019269,2536.477
1024,07/31/2014 00:01:20,38.5995558,-111.9053861,2555.809
1025,07/31/2014 04:01:03,38.5912022,-111.8995858,2392.352
1026,07/31/2014 08:01:13,38.5823061,-111.8987858,2352.691
1027,07/31/2014 12:01:40,38.5830681,-111.8986081,2356.84
1028,07/31/2014 16:01:05,38.5841275,-111.8987078,2489.629
1029,07/31/2014 20:01:21,38.5835161,-111.8985158,2397.324
1030,08/01/2014 00:01:19,38.5831992,-111.8988319,2366.008
1031,08/01/2014 04:02:21,38.5831761,-111.8986872,2344.113
1032,08/01/2014 08:01:46,38.583145,-111.8986589,2349.266
1035,08/01/2014 20:01:21,38.5835514,-111.8985006,2361.297
1037,08/02/2014 04:01:11,38.5835497,-111.8980464,2312.441
1038,08/02/2014 08:00:50,38.5841789,-111.8994525,2383.734
1040,08/02/2014 16:01:19,38.5841133,-111.8994678,2333.922
1041,08/02/2014 20:01:40,38.5780803,-111.8993586,2379.188
1042,08/03/2014 00:01:21,38.5706606,-111.9030789,2370.801
1043,08/03/2014 04:00:59,38.5669392,-111.9085808,2466.785
1044,08/03/2014 08:01:43,38.5603519,-111.9079214,2482.246
1045,08/03/2014 12:00:59,38.5563706,-111.911895,2467.133
1047,08/03/2014 20:01:23,38.5488772,-111.9285419,2384.707
1050,08/04/2014 08:00:54,38.5411894,-111.9359483,2398.125
1051,08/04/2014 12:01:22,38.5405297,-111.9380739,2431.84
1052,08/04/2014 16:02:05,38.5416506,-111.9404831,2485.094
1053,08/04/2014 20:00:58,38.5401928,-111.9399147,2492.535
1054,08/05/2014 00:01:43,38.5400606,-111.9399597,2465.18
1055,08/05/2014 04:01:39,38.5401936,-111.939995,2490.434
1056,08/05/2014 08:01:14,38.5401953,-111.9397897,2445.855
1057,08/05/2014 12:01:07,38.5427889,-111.9392428,2412.563
1058,08/05/2014 16:01:09,38.5420906,-111.9398269,2417.438
1059,08/05/2014 20:00:59,38.5401467,-111.939925,2476.582
1060,08/06/2014 00:01:22,38.5401528,-111.9399186,2459.926
1061,08/06/2014 04:02:18,38.5400972,-111.9399969,2474.68
1063,08/06/2014 12:01:11,38.5425847,-111.9421864,2452.684
1065,08/06/2014 20:01:20,38.5428467,-111.9429408,2438.68
1068,08/07/2014 08:01:01,38.5474872,-111.9450631,2515.09
1070,08/07/2014 16:01:21,38.5484586,-111.9501547,2576.168
1071,08/07/2014 20:01:30,38.5523972,-111.9525872,2675.379
1072,08/08/2014 00:01:19,38.5531094,-111.9538019,2782.426
1073,08/08/2014 04:01:22,38.5550292,-111.9571611,2776.211
1074,08/08/2014 08:01:24,38.5577197,-111.9487847,2867.152
1075,08/08/2014 12:01:19,38.5577478,-111.9487542,2867.383
1077,08/08/2014 20:01:48,38.5701244,-111.9349978,2797.516
1079,08/09/2014 04:01:22,38.5842428,-111.9361139,2953.809
1080,08/09/2014 08:01:39,38.5917078,-111.9286972,2786.289
1081,08/09/2014 12:01:01,38.5971906,-111.9294486,2866.906
1082,08/09/2014 16:01:02,38.5981933,-111.9271908,2831.824
1083,08/09/2014 20:01:23,38.6009342,-111.9229817,2759.977
1086,08/10/2014 08:02:23,38.6007558,-111.9230436,2725.867
1088,08/10/2014 16:02:12,38.5999936,-111.9206406,2703.211
1089,08/10/2014 20:01:58,38.6008486,-111.9231164,2711.293
1090,08/11/2014 00:01:14,38.6010036,-111.9231947,2711.391
1092,08/11/2014 08:01:43,38.6085931,-111.9258867,2773.043
1093,08/11/2014 12:01:22,38.6100111,-111.9267344,2835.84
1097,08/12/2014 04:01:20,38.5968167,-111.8896753,2322.918
1098,08/12/2014 08:01:21,38.5950281,-111.8941217,2416.336
1099,08/12/2014 12:02:01,38.5949978,-111.8940883,2433.344
1102,08/13/2014 00:01:19,38.5968047,-111.8896344,2328.32
1103,08/13/2014 04:01:36,38.5970733,-111.8896367,2338.941
1107,08/13/2014 20:01:18,38.596845,-111.8896111,2329.211
1108,08/14/2014 00:01:30,38.5969447,-111.8895103,2329.395
1111,08/14/2014 12:01:00,38.5983322,-111.8996603,2407.32
1112,08/14/2014 16:01:16,38.5982814,-111.8995589,2404.523
1113,08/14/2014 20:01:28,38.5970919,-111.8896972,2329.246
1116,08/15/2014 08:01:46,38.6018136,-111.9029647,2440.598
1118,08/15/2014 16:01:19,38.6017892,-111.9030969,2444.246
1120,08/16/2014 00:00:51,38.5987311,-111.9013211,2446.637
1121,08/16/2014 04:01:41,38.6023022,-111.9056942,2500.602
1122,08/16/2014 08:01:21,38.6022661,-111.9085558,2607.707
1124,08/16/2014 16:02:23,38.6025381,-111.9083139,2592.594
1125,08/16/2014 20:00:57,38.6028081,-111.9087772,2606.438
1126,08/17/2014 00:00:55,38.6028275,-111.9087453,2617.367
1127,08/17/2014 04:02:04,38.6027128,-111.9087983,2611.434
1128,08/17/2014 08:01:22,38.6022072,-111.9070578,2536.996
1130,08/17/2014 16:01:22,38.6020011,-111.9067192,2590.445
1131,08/17/2014 20:01:02,38.6028422,-111.9086931,2608.629
1132,08/18/2014 00:01:17,38.6028597,-111.9087144,2604.324
1133,08/18/2014 04:01:42,38.6028878,-111.9086703,2609.258
1138,08/19/2014 00:01:13,38.6070567,-111.9118242,2645.898
1139,08/19/2014 04:01:43,38.6079994,-111.9188844,2813.641
1140,08/19/2014 08:01:22,38.6091969,-111.9239219,2804.426
1141,08/19/2014 12:02:27,38.6074242,-111.92812,2815.75
1147,08/20/2014 12:01:18,38.5827642,-111.9529872,3132.594
1148,08/20/2014 16:01:07,38.5826664,-111.9539289,3176.617
1150,08/21/2014 00:01:09,38.5711931,-111.9725253,3020.121
1151,08/21/2014 04:01:19,38.5607581,-111.9738231,2862.602
1152,08/21/2014 08:01:28,38.5531581,-111.9666281,2868.238
1153,08/21/2014 12:01:23,38.5531922,-111.9667231,2883.387
1154,08/21/2014 16:01:22,38.5532889,-111.9668814,2849.289
1155,08/21/2014 20:01:39,38.5542806,-111.9530692,2709.375
1156,08/22/2014 00:01:19,38.5531533,-111.9537494,2647.547
1157,08/22/2014 04:01:25,38.5410633,-111.9523228,2535.602
1158,08/22/2014 08:01:29,38.5443928,-111.9451192,2459.543
1159,08/22/2014 12:01:19,38.5445081,-111.9442914,2417.227
1160,08/22/2014 16:00:59,38.5423661,-111.9382231,2403.082
1161,08/22/2014 20:00:59,38.5420631,-111.9260647,2350.977
1162,08/23/2014 00:01:18,38.5487328,-111.9098272,2340.445
1163,08/23/2014 04:01:52,38.5472944,-111.8901756,2327.32
1164,08/23/2014 08:01:08,38.5684583,-111.9000439,2338.824
1165,08/23/2014 12:01:42,38.5683422,-111.9001386,2347.59
1167,08/23/2014 20:01:42,38.5668217,-111.9057114,2445.879
1169,08/24/2014 04:01:53,38.5668725,-111.9058569,2432.887
1171,08/24/2014 12:01:20,38.5667853,-111.9058183,2462.836
1172,08/24/2014 16:01:20,38.5667208,-111.9059317,2439.324
1175,08/25/2014 04:01:20,38.5668269,-111.90591,2461.941
1176,08/25/2014 08:00:56,38.5667236,-111.9057925,2458.129
1177,08/25/2014 12:01:20,38.5667569,-111.9056494,2464.238
1178,08/25/2014 16:01:56,38.5663986,-111.9051822,2583.633
1179,08/25/2014 20:01:25,38.5666022,-111.9057006,2459.668
1180,08/26/2014 00:01:53,38.5668578,-111.9058331,2460.254
1181,08/26/2014 04:01:17,38.5667558,-111.9058131,2450.008
1182,08/26/2014 08:00:59,38.5665572,-111.9057547,2473.965
1183,08/26/2014 12:01:46,38.5667856,-111.9057928,2456.102
1184,08/26/2014 16:01:18,38.5666697,-111.9055347,2506.605
1185,08/26/2014 20:01:48,38.5668606,-111.9057842,2457.406
1186,08/27/2014 00:01:35,38.5667514,-111.905815,2437.344
1187,08/27/2014 04:01:20,38.5668683,-111.9057339,2443.617
1192,08/28/2014 00:01:18,38.5667547,-111.9057725,2470.645
1193,08/28/2014 04:01:20,38.5668103,-111.9057667,2435.297
1194,08/28/2014 08:00:59,38.5681592,-111.9053072,2427.816
