time,date,hour,y,x
1343,1-Jan-05,3:55,4842997.772,369116.9308
1344,1-Jan-05,4:00,4842984.176,369103.6841
1345,1-Jan-05,4:05,4842991.022,369102.4728
1346,1-Jan-05,4:10,4843008.134,369109.2058
1347,1-Jan-05,4:15,4843003.988,369111.5255
1348,1-Jan-05,4:20,4843150.061,368863.1018
1349,1-Jan-05,4:25,4843121.918,368472.3636
1350,1-Jan-05,4:30,4843150.49,368152.2095
1351,1-Jan-05,4:35,4843391.832,367776.8847
1352,1-Jan-05,4:40,4843710.547,367479.9899
1353,1-Jan-05,4:45,4844075.727,367563.9758
1354,1-Jan-05,4:50,4843849.888,367471.0758
1355,1-Jan-05,4:55,4843515.967,367560.3817
1356,1-Jan-05,5:00,4843420.092,367601.2037
1357,1-Jan-05,5:05,4843481.479,367556.4504
1358,1-Jan-05,5:10,4843517.426,367561.3049
1359,1-Jan-05,5:15,4843425.359,367441.7123
1360,1-Jan-05,5:20,4843334.266,367691.7033
1361,1-Jan-05,5:25,4843247.851,367669.6221
1362,1-Jan-05,5:30,4843405.37,367643.2498
1363,1-Jan-05,5:35,4843511.797,367563.9002
1364,1-Jan-05,5:40,4843601.059,367563.4563
1365,1-Jan-05,5:45,4843853.739,367271.1725
1366,1-Jan-05,5:50,4843889.079,366964.5152
1367,1-Jan-05,5:55,4844022.833,366811.8774
1368,1-Jan-05,6:00,4844231.651,366823.0465
1369,1-Jan-05,6:05,4844451.294,366755.5837
1370,1-Jan-05,6:10,4844573.503,366776.1494
1371,1-Jan-05,6:15,4844820.967,366675.9725
1372,1-Jan-05,6:20,4844891.679,366808.2559
1373,1-Jan-05,6:25,4845048.426,366990.0661
1374,1-Jan-05,6:30,4844967.475,367269.858
1375,1-Jan-05,6:35,4844875.501,367802.9512
1376,1-Jan-05,6:40,4844638.54,368009.995
1377,1-Jan-05,6:45,4844664.609,367985.6927
1378,1-Jan-05,6:50,4844502.825,368048.0135
1379,1-Jan-05,6:55,4844499.465,368049.3568
1380,1-Jan-05,7:00,4844500.097,368048.2738
1381,1-Jan-05,7:05,4844505.39,368057.0541
1382,1-Jan-05,7:10,4844498.409,368048.2565
1383,1-Jan-05,7:15,4844497.117,368049.5117
1384,1-Jan-05,7:20,4844496.389,368048.7079
1385,1-Jan-05,7:25,4844497.066,368048.7455
1386,1-Jan-05,7:30,4844497.807,368051.7164
1387,1-Jan-05,7:35,4844497.57,368048.5299
1388,1-Jan-05,7:40,4844497.238,368047.9191
1389,1-Jan-05,7:45,4844498.176,368048.7674
1390,1-Jan-05,7:50,4844498.273,368048.9304
1391,1-Jan-05,7:55,4844496.938,368050.7326
1392,1-Jan-05,8:00,4844497.122,368052.0815
1393,1-Jan-05,8:05,4844497.069,368050.268
1394,1-Jan-05,8:10,4844496.365,368051.5993
1395,1-Jan-05,8:15,4844499.437,368049.0662
1396,1-Jan-05,8:20,4844498.666,368047.593
1397,1-Jan-05,8:25,4844502.95,368058.5283
1398,1-Jan-05,8:30,4844513.023,368047.5225
1399,1-Jan-05,8:35,4844502.345,368050.3723
1400,1-Jan-05,8:40,4844500.118,368048.8944
1401,1-Jan-05,8:45,4844502.717,368053.4488
1402,1-Jan-05,8:50,4844501.002,368044.6828
1403,1-Jan-05,8:55,4844490.028,368047.2852
1404,1-Jan-05,9:00,4844496.797,368048.2971
1405,1-Jan-05,9:05,4844488.8,368047.0192
1406,1-Jan-05,9:10,4844491.426,368046.8214
1407,1-Jan-05,9:15,4844483.392,368044.0687
1408,1-Jan-05,9:20,4844488.914,368044.629
1409,1-Jan-05,9:25,4844492.061,368046.2057
1410,1-Jan-05,9:30,4844491.858,368046.8783
1411,1-Jan-05,9:35,4844487.791,368045.2271
1412,1-Jan-05,9:40,4844492.83,368046.0437
1413,1-Jan-05,9:45,4844493.046,368047.506
1414,1-Jan-05,9:50,4844505.935,368055.9291
1415,1-Jan-05,9:55,4844496.399,368048.1764
1416,1-Jan-05,10:00,4844498.075,368047.7343
1417,1-Jan-05,10:05,4844509.121,368057.1521
1418,1-Jan-05,10:10,4844517.03,368058.404
1419,1-Jan-05,10:15,4844491.521,368043.7139
1420,1-Jan-05,10:20,4844497.471,368044.0088
1421,1-Jan-05,10:25,4844500.103,368043.5051
1422,1-Jan-05,10:30,4844497.132,368043.7121
1423,1-Jan-05,10:35,4844498.777,368048.1993
1424,1-Jan-05,10:40,4844496.291,368047.4574
1425,1-Jan-05,10:45,4844596.301,368109.1817
1426,1-Jan-05,10:50,4844781.928,368149.1883
1427,1-Jan-05,10:55,4844993.731,368101.5344
1428,1-Jan-05,11:00,4845177.909,367961.507
1429,1-Jan-05,11:05,4845378.977,367801.92
1430,1-Jan-05,11:10,4845478.754,367735.171
1431,1-Jan-05,11:15,4845549.998,367700.3645
1432,1-Jan-05,11:20,4845778.215,367477.12
1433,1-Jan-05,11:25,4845787.226,367443.0218
1434,1-Jan-05,11:30,4845796.499,367434.8623
1435,1-Jan-05,11:35,4845523.501,367402.6387
1436,1-Jan-05,11:40,4845477.493,367285.7826
1437,1-Jan-05,11:45,4845453.747,367247.3662
1438,1-Jan-05,11:50,4845416.45,367229.9593
1439,1-Jan-05,11:55,4845412.377,367226.3424
1440,1-Jan-05,12:00,4845413.074,367234.8778
1441,1-Jan-05,12:05,4845421.47,367239.5634
1442,1-Jan-05,12:10,4845395.385,367225.9558
1443,1-Jan-05,12:15,4845403.071,367230.6031
1444,1-Jan-05,12:20,4845447.693,367432.7204
1445,1-Jan-05,12:25,4845410.786,367553.3576
1446,1-Jan-05,12:30,4844998.705,367261.0875
1447,1-Jan-05,12:35,4844730.398,366969.99
1448,1-Jan-05,12:40,4844850.895,366719.5929
1449,1-Jan-05,12:45,4844963.301,366515.8579
1450,1-Jan-05,12:50,4844840.171,366383.6823
1451,1-Jan-05,12:55,4844544.287,366368.137
1452,1-Jan-05,13:00,4844509.007,366366.6006
1453,1-Jan-05,13:05,4844463.976,366408.683
1454,1-Jan-05,13:10,4844259.397,366349.0011
1455,1-Jan-05,13:15,4844173.847,366255.0952
1456,1-Jan-05,13:20,4843789.641,366155.3892
1457,1-Jan-05,13:25,4843693.741,366125.0019
1458,1-Jan-05,13:30,4843796.045,365979.6869
1459,1-Jan-05,13:35,4843765.646,365933.2029
1460,1-Jan-05,13:40,4843563.472,365944.7868
1461,1-Jan-05,13:45,4843164.757,365773.9093
1462,1-Jan-05,13:50,4842941.333,365670.865
1463,1-Jan-05,13:55,4842473.13,365686.2203
1464,1-Jan-05,14:00,4841893.42,365855.1439
1465,1-Jan-05,14:05,4841387.516,365948.1789
1466,1-Jan-05,14:10,4841188.579,365721.8059
1467,1-Jan-05,14:15,4841093.401,365724.6634
1468,1-Jan-05,14:20,4841213.764,365726.3904
1469,1-Jan-05,14:25,4841107.359,365717.8918
1470,1-Jan-05,14:30,4841024.837,365835.7184
1471,1-Jan-05,14:35,4840931.617,365918.1195
1472,1-Jan-05,14:40,4840931.908,365921.8651
1473,1-Jan-05,14:45,4840933.886,365923.5329
1474,1-Jan-05,14:50,4840934.949,365924.2716
1475,1-Jan-05,14:55,4840935.984,365923.6234
1476,1-Jan-05,15:00,4840933.07,365922.6703
1477,1-Jan-05,15:05,4840934.623,365923.3462
1478,1-Jan-05,15:10,4840933.37,365924.2883
1479,1-Jan-05,15:15,4840931.538,365922.035
1480,1-Jan-05,15:20,4840931.69,365923.3357
1481,1-Jan-05,15:25,4840933.243,365924.5275
1482,1-Jan-05,15:30,4840936.857,365928.8315
1483,1-Jan-05,15:35,4840936.145,365924.4729
1484,1-Jan-05,15:40,4840930.811,365921.1661
1485,1-Jan-05,15:45,4840932.193,365918.7356
1486,1-Jan-05,15:50,4840928.063,365924.0931
1487,1-Jan-05,15:55,4840928.356,365924.9936
1488,1-Jan-05,16:00,4840931.013,365922.1776
1489,1-Jan-05,16:05,4840926.142,365914.0683
1490,1-Jan-05,16:10,4840863.181,366053.966
1491,1-Jan-05,16:15,4840730.393,366157.6718
1492,1-Jan-05,16:20,4840355.134,365981.4366
1493,1-Jan-05,16:25,4840212.048,365996.9764
1494,1-Jan-05,16:30,4839944.207,366096.2357
1495,1-Jan-05,16:35,4839683.669,366266.5251
1496,1-Jan-05,16:40,4839608.68,366287.7089
1497,1-Jan-05,16:45,4839610.285,366284.6535
1498,1-Jan-05,16:50,4839618.143,366283.4242
1499,1-Jan-05,16:55,4839616.88,366283.2377
1500,1-Jan-05,17:00,4839621.72,366285.1081
1501,1-Jan-05,17:05,4839619.093,366282.5646
1502,1-Jan-05,17:10,4839617.551,366282.445
1503,1-Jan-05,17:15,4839619.367,366282.7958
1504,1-Jan-05,17:20,4839617.561,366281.9777
1505,1-Jan-05,17:25,4839618.488,366283.3828
1506,1-Jan-05,17:30,4839622.47,366277.0859
1507,1-Jan-05,17:35,4839621.209,366280.124
1508,1-Jan-05,17:40,4839616.08,366283.2217
1509,1-Jan-05,17:45,4839614.217,366283.6359
1510,1-Jan-05,17:50,4839616.073,366283.6085
1511,1-Jan-05,17:55,4839614.911,366284.4559
1512,1-Jan-05,18:00,4839615.249,366284.8012
1513,1-Jan-05,18:05,4839614.189,366284.9977
1514,1-Jan-05,18:10,4839613.5,366284.468
1515,1-Jan-05,18:15,4839616.423,366284.4217
1516,1-Jan-05,18:20,4839615.334,366286.6571
1517,1-Jan-05,18:25,4839615.572,366284.1789
1518,1-Jan-05,18:30,4839609.474,366278.567
1519,1-Jan-05,18:35,4839615.226,366285.9133
1520,1-Jan-05,18:40,4839614.367,366285.5656
1521,1-Jan-05,18:45,4839616.05,366283.068
1522,1-Jan-05,18:50,4839617.304,366287.0351
1523,1-Jan-05,18:55,4839621.977,366289.4987
1524,1-Jan-05,19:00,4839612.388,366285.6146
1525,1-Jan-05,19:05,4839615.071,366284.2334
1526,1-Jan-05,19:10,4839612.606,366285.8447
1527,1-Jan-05,19:15,4839609.836,366285.4507
1528,1-Jan-05,19:20,4839610.86,366286.4547
1529,1-Jan-05,19:25,4839611.546,366287.7018
1530,1-Jan-05,19:30,4839612.558,366284.8764
1531,1-Jan-05,19:35,4839614.928,366285.2866
1532,1-Jan-05,19:40,4839614.396,366284.0828
1533,1-Jan-05,19:45,4839619.326,366299.8126
1534,1-Jan-05,19:50,4839612.656,366283.3547
1535,1-Jan-05,19:55,4839612.273,366285.2334
1536,1-Jan-05,20:00,4839621.06,366282.5636
1537,1-Jan-05,20:05,4839614.093,366283.7221
1538,1-Jan-05,20:10,4839612.912,366281.1026
1539,1-Jan-05,20:15,4839615.39,366282.2002
1540,1-Jan-05,20:20,4839614.124,366283.8355
1541,1-Jan-05,20:25,4839612.622,366285.0389
1542,1-Jan-05,20:30,4839624.585,366282.4326
1543,1-Jan-05,20:35,4839552.898,366243.5522
1544,1-Jan-05,20:40,4839509.725,366029.2824
1545,1-Jan-05,20:45,4839264.483,365907.5808
1546,1-Jan-05,20:50,4839168.195,365928.6736
1547,1-Jan-05,20:55,4839033.684,366016.8915
1548,1-Jan-05,21:00,4838891.473,366129.0409
1549,1-Jan-05,21:05,4838983.365,366257.5064
1550,1-Jan-05,21:10,4838875.32,366556.6967
1551,1-Jan-05,21:15,4838889.246,366560.9173
1552,1-Jan-05,21:20,4838884.377,366563.8595
1553,1-Jan-05,21:25,4838883.971,366560.828
1554,1-Jan-05,21:30,4838881.206,366560.1923
1555,1-Jan-05,21:35,4838881.72,366559.4851
1556,1-Jan-05,21:40,4838881.76,366560.2276
1557,1-Jan-05,21:45,4838880.501,366558.7271
1558,1-Jan-05,21:50,4838884.106,366557.3881
1559,1-Jan-05,21:55,4838881.672,366560.2016
1560,1-Jan-05,22:00,4838880.7,366559.3357
1561,1-Jan-05,22:05,4838881.284,366557.9526
1562,1-Jan-05,22:10,4838880.724,366559.8441
1563,1-Jan-05,22:15,4838878.653,366560.0527
1564,1-Jan-05,22:20,4838878.723,366558.2159
1565,1-Jan-05,22:25,4838878.574,366557.8985
1566,1-Jan-05,22:30,4838876.955,366558.2531
1567,1-Jan-05,22:35,4838880.203,366558.0922
1568,1-Jan-05,22:40,4838881.092,366558.626
1569,1-Jan-05,22:45,4838878.278,366560.4483
1570,1-Jan-05,22:50,4838881.584,366558.4987
1571,1-Jan-05,22:55,4838881.05,366559.0686
1572,1-Jan-05,23:00,4838881.88,366557.5856
1573,1-Jan-05,23:05,4838881.896,366558.4405
1574,1-Jan-05,23:10,4838881.096,366558.4245
1575,1-Jan-05,23:15,4838880.191,366558.6725
1576,1-Jan-05,23:20,4838879.819,366558.9553
1577,1-Jan-05,23:25,4838879.852,366558.44
1578,1-Jan-05,23:30,4838880.259,366559.7461
1579,1-Jan-05,23:35,4838878.542,366557.8091
1580,1-Jan-05,23:40,4838881.415,366559.1484
1581,1-Jan-05,23:45,4838880.396,366558.991
1582,1-Jan-05,23:50,4838880.375,366558.9422
1583,1-Jan-05,23:55,4838880.461,366559.081
1584,2-Jan-05,0:00,4838881.25,366559.653
1585,2-Jan-05,0:05,4838878.517,366559.0664
1586,2-Jan-05,0:10,4838881.446,366559.2539
1587,2-Jan-05,0:15,4838882.749,366557.4497
1588,2-Jan-05,0:20,4838882.563,366560.6709
1589,2-Jan-05,0:25,4838881.83,366567.8882
1590,2-Jan-05,0:30,4838845.702,366550.3891
1591,2-Jan-05,0:35,4838926.751,366409.3947
1592,2-Jan-05,0:40,4838999.271,366206.1382
1593,2-Jan-05,0:45,4839023.957,366101.9778
1594,2-Jan-05,0:50,4839023.05,366072.9359
1595,2-Jan-05,0:55,4839278.848,365817.4393
1596,2-Jan-05,1:00,4839503.776,365445.1006
1597,2-Jan-05,1:05,4839518.297,365280.2914
1598,2-Jan-05,1:10,4839835.443,365407.8707
1599,2-Jan-05,1:15,4840118.98,365373.2304
1600,2-Jan-05,1:20,4840234.993,365500.4696
1601,2-Jan-05,1:25,4840274.906,365604.6757
1602,2-Jan-05,1:30,4840513.068,365532.9341
1603,2-Jan-05,1:35,4840834.832,365627.7417
1604,2-Jan-05,1:40,4840959.478,365872.4477
1605,2-Jan-05,1:45,4840886.564,366025.3951
1606,2-Jan-05,1:50,4840792.428,366111.4979
1607,2-Jan-05,1:55,4840772.002,366125.0081
1608,2-Jan-05,2:00,4840770.722,366125.6998
1609,2-Jan-05,2:05,4840769.939,366124.8378
1610,2-Jan-05,2:10,4840771.35,366125.398
1611,2-Jan-05,2:15,4840769.19,366125.0887
1612,2-Jan-05,2:20,4840771.116,366125.9978
1613,2-Jan-05,2:25,4840771.973,366126.4906
1614,2-Jan-05,2:30,4840772.175,366125.8176
1615,2-Jan-05,2:35,4840770.691,366127.2225
1616,2-Jan-05,2:40,4840769.276,366125.7836
1617,2-Jan-05,2:45,4840770.096,366126.4288
1618,2-Jan-05,2:50,4840771.6,366126.7974
1619,2-Jan-05,2:55,4840770.004,366126.0481
1620,2-Jan-05,3:00,4840775.667,366128.4426
1621,2-Jan-05,3:05,4840767.869,366126.6984
1622,2-Jan-05,3:10,4840776.305,366127.6252
1623,2-Jan-05,3:15,4840770.4,366127.9098
1624,2-Jan-05,3:20,4840771.417,366126.4955
1625,2-Jan-05,3:25,4840773.304,366129.3785
1626,2-Jan-05,3:30,4840770.906,366130.3622
1627,2-Jan-05,3:35,4840767.99,366126.7412
1628,2-Jan-05,3:40,4840768.241,366128.0922
1629,2-Jan-05,3:45,4840767.358,366125.592
1630,2-Jan-05,3:50,4840768.793,366124.9438
1631,2-Jan-05,3:55,4840770.489,366126.7913
1632,2-Jan-05,4:00,4840769.763,366125.8579
1633,2-Jan-05,4:05,4840769.567,366123.4359
1634,2-Jan-05,4:10,4840770.976,366125.2132
1635,2-Jan-05,4:15,4840771.289,366125.1308
1636,2-Jan-05,4:20,4840765.803,366117.2268
1637,2-Jan-05,4:25,4840873.115,366038.94
1638,2-Jan-05,4:31,4841109.673,366139.4578
1639,2-Jan-05,4:35,4841426.942,366360.3545
1640,2-Jan-05,4:40,4841864.203,366441.296
1641,2-Jan-05,4:45,4842190.761,366648.1178
1642,2-Jan-05,4:50,4842302.474,366738.6103
1643,2-Jan-05,4:55,4842644.938,366972.3607
1644,2-Jan-05,5:00,4843043.937,366692.4276
1645,2-Jan-05,5:05,4843542.2,366408.2397
1646,2-Jan-05,5:10,4843878.99,366255.9194
1647,2-Jan-05,5:15,4844097.273,366228.9248
1648,2-Jan-05,5:20,4844443.825,366357.4648
1649,2-Jan-05,5:25,4844496.677,366456.9138
1650,2-Jan-05,5:30,4844754.534,366571.5623
1651,2-Jan-05,5:35,4845103.248,366804.0716
1652,2-Jan-05,5:40,4845341.142,367057.5043
1653,2-Jan-05,5:45,4845450.161,367274.011
1654,2-Jan-05,5:50,4845469.965,367295.0322
1655,2-Jan-05,5:55,4845420.041,367399.5909
1656,2-Jan-05,6:00,4845431.035,367419.4781
1657,2-Jan-05,6:05,4845427.651,367420.909
1658,2-Jan-05,6:10,4845435.796,367419.1701
1659,2-Jan-05,6:15,4845275.974,367618.4749
1660,2-Jan-05,6:20,4845244.2,367664.7619
1661,2-Jan-05,6:25,4845244.855,367667.0141
1662,2-Jan-05,6:30,4845245.053,367666.5669
1663,2-Jan-05,6:35,4845244.695,367667.8324
1664,2-Jan-05,6:40,4845243.89,367667.5104
1665,2-Jan-05,6:45,4845243.489,367667.5669
1666,2-Jan-05,6:50,4845241.132,367665.3937
1667,2-Jan-05,6:55,4845241.257,367665.2593
1668,2-Jan-05,7:00,4845244.535,367668.0145
1669,2-Jan-05,7:05,4845245.63,367665.5071
1670,2-Jan-05,7:10,4845345.833,368396.28
1671,2-Jan-05,7:15,4845374.313,368684.7192
1672,2-Jan-05,7:20,4845349.209,368763.423
1673,2-Jan-05,7:25,4845468.03,368883.0623
1674,2-Jan-05,7:30,4845344.882,368776.1121
1675,2-Jan-05,7:35,4845346.938,368764.2321
1676,2-Jan-05,7:40,4845348.382,368763.1168
1677,2-Jan-05,7:45,4845344.53,368762.9283
1678,2-Jan-05,7:50,4845347.466,368762.8088
1679,2-Jan-05,7:55,4845348.194,368764.7723
1680,2-Jan-05,8:00,4845347.563,368762.3839
1681,2-Jan-05,8:05,4845345.432,368763.9528
1682,2-Jan-05,8:10,4845347.474,368762.358
1683,2-Jan-05,8:15,4845346.368,368763.8182
1684,2-Jan-05,8:20,4845347.928,368762.4394
1685,2-Jan-05,8:25,4845346.415,368761.4028
1686,2-Jan-05,8:30,4845346.497,368761.783
1687,2-Jan-05,8:35,4845347.726,368762.0085
1688,2-Jan-05,8:40,4845347.161,368760.7651
1689,2-Jan-05,8:45,4845345.543,368763.3751
1690,2-Jan-05,8:50,4845345.969,368760.3631
1691,2-Jan-05,8:55,4845349.188,368761.6587
1692,2-Jan-05,9:00,4845346.796,368760.6935
1693,2-Jan-05,9:05,4845330.674,368757.8713
1694,2-Jan-05,9:10,4845346.47,368761.4442
1695,2-Jan-05,9:15,4845346.216,368761.9546
1696,2-Jan-05,9:20,4845345.384,368761.8738
1697,2-Jan-05,9:25,4845342.768,368758.1979
1698,2-Jan-05,9:30,4845341.324,368751.9676
1699,2-Jan-05,9:35,4845345.6,368760.5088
1700,2-Jan-05,9:40,4845344.047,368759.254
1701,2-Jan-05,9:45,4845342.855,368755.445
1702,2-Jan-05,9:50,4845346.454,368759.4303
1703,2-Jan-05,9:55,4845346.779,368759.8877
1704,2-Jan-05,10:00,4845344.851,368757.3207
1705,2-Jan-05,10:05,4845347.183,368757.9707
1706,2-Jan-05,10:10,4845327.738,368751.813
1707,2-Jan-05,10:15,4845343.404,368757.4936
1708,2-Jan-05,10:20,4845345.959,368757.4955
1709,2-Jan-05,10:25,4845340.504,368761.9792
1710,2-Jan-05,10:30,4845343.933,368761.6681
1711,2-Jan-05,10:35,4845344.886,368758.9564
1712,2-Jan-05,10:40,4845346.329,368760.7084
1713,2-Jan-05,10:45,4845344.113,368760.391
1714,2-Jan-05,10:50,4845349.068,368759.8442
1715,2-Jan-05,10:55,4845344.841,368757.836
1716,2-Jan-05,11:00,4845346.094,368760.2286
1717,2-Jan-05,11:05,4845294.185,368742.7198
1718,2-Jan-05,11:10,4845341.118,368757.3358
1719,2-Jan-05,11:15,4845349.203,368762.0376
1720,2-Jan-05,11:20,4845387.271,368767.5709
1721,2-Jan-05,11:25,4845775.242,368930.0401
1722,2-Jan-05,11:30,4846071.602,369011.3906
1723,2-Jan-05,11:35,4846068.325,369028.8425
1724,2-Jan-05,11:40,4846081.973,369031.5025
1725,2-Jan-05,11:45,4846003.606,369157.8126
1726,2-Jan-05,11:50,4846294.628,369320.5599
1727,2-Jan-05,11:55,4846503.747,369450.2437
1728,2-Jan-05,12:00,4846596.482,369592.4918
1729,2-Jan-05,12:05,4846334.312,369789.2216
1730,2-Jan-05,12:10,4846022.407,369911.2682
1731,2-Jan-05,12:15,4845748.346,369824.3366
1732,2-Jan-05,12:20,4845701.876,369878.6625
1733,2-Jan-05,12:25,4845646.56,369904.6361
1734,2-Jan-05,12:30,4845650.101,369905.3978
1735,2-Jan-05,12:35,4845649.259,369904.1491
1736,2-Jan-05,12:40,4845651.041,369906.1732
1737,2-Jan-05,12:45,4845656.013,369908.775
1738,2-Jan-05,12:50,4845665.982,369946.7984
1739,2-Jan-05,12:55,4845746.838,370012.1611
1740,2-Jan-05,13:00,4845661.539,369948.4353
1741,2-Jan-05,13:06,4845375.473,369663.7617
1742,2-Jan-05,13:10,4845312.28,369517.4766
1743,2-Jan-05,13:15,4845371.698,369381.9667
1744,2-Jan-05,13:20,4845202.691,369093.5688
1745,2-Jan-05,13:25,4845275.774,368782.8308
1746,2-Jan-05,13:30,4845369.271,368603.4002
1747,2-Jan-05,13:35,4845478.29,368278.9991
1748,2-Jan-05,13:40,4845646.174,367727.8199
1749,2-Jan-05,13:45,4845584.89,367786.4706
1750,2-Jan-05,13:50,4845451.565,367476.6047
1751,2-Jan-05,13:55,4845470.002,367476.4072
1752,2-Jan-05,14:00,4845488.886,367419.0657
1753,2-Jan-05,14:05,4845470.529,367536.5992
1754,2-Jan-05,14:10,4845383.134,367545.3823
1755,2-Jan-05,14:15,4845379.74,367494.1696
1756,2-Jan-05,14:20,4845375.227,367499.3153
1757,2-Jan-05,14:25,4845345.644,367375.519
1758,2-Jan-05,14:30,4845356.744,367317.4096
1759,2-Jan-05,14:35,4845361.365,367319.1124
1760,2-Jan-05,14:40,4845201.732,367341.6227
1761,2-Jan-05,14:45,4845118.506,367197.8258
1762,2-Jan-05,14:50,4845282.648,367268.7038
1763,2-Jan-05,14:55,4845529.453,367384.3613
1764,2-Jan-05,15:00,4845627.379,367367.3171
1765,2-Jan-05,15:05,4845577.467,367263.5453
1766,2-Jan-05,15:10,4845591.232,367263.6421
1767,2-Jan-05,15:15,4845597.322,367304.8555
1768,2-Jan-05,15:20,4845583.965,367366.9449
1769,2-Jan-05,15:25,4845586.231,367364.7509
1770,2-Jan-05,15:30,4845636.043,367360.1763
1771,2-Jan-05,15:35,4845633.61,367358.4688
1772,2-Jan-05,15:40,4845644.265,367461.9097
1773,2-Jan-05,15:45,4845644.223,367312.0146
1774,2-Jan-05,15:50,4845588.693,367464.4457
1775,2-Jan-05,15:55,4845591.824,367457.3075
1776,2-Jan-05,16:00,4845573.992,367452.2333
1777,2-Jan-05,16:05,4845612.841,367446.3367
1778,2-Jan-05,16:10,4845582.224,367460.6766
1779,2-Jan-05,16:15,4845585.447,367467.9008
1780,2-Jan-05,16:20,4845538.276,367648.2872
1781,2-Jan-05,16:25,4845622.265,367658.8378
1782,2-Jan-05,16:30,4845614.33,367614.1573
1783,2-Jan-05,16:35,4845602.983,367612.0313
1784,2-Jan-05,16:40,4845609.766,367608.9926
1785,2-Jan-05,16:45,4845529.655,367744.0092
1786,2-Jan-05,16:50,4845530.719,367738.5293
1787,2-Jan-05,16:55,4845530.926,367742.0853
1788,2-Jan-05,17:00,4845533.358,367737.7037
1789,2-Jan-05,17:05,4845533.657,367736.6385
1790,2-Jan-05,17:10,4845536.059,367732.0549
1791,2-Jan-05,17:15,4845534.171,367735.8916
1792,2-Jan-05,17:20,4845534.161,367734.7235
1793,2-Jan-05,17:25,4845534.697,367737.4162
1794,2-Jan-05,17:30,4845528.281,367739.8904
1795,2-Jan-05,17:35,4845530.25,367735.8541
1796,2-Jan-05,17:40,4845535.104,367738.1652
1797,2-Jan-05,17:45,4845534.218,367739.6941
1798,2-Jan-05,17:50,4845533.519,367737.3928
1799,2-Jan-05,17:55,4845530.614,367739.3326
1800,2-Jan-05,18:00,4845532.81,367741.8086
1801,2-Jan-05,18:05,4845529.139,367740.3102
1802,2-Jan-05,18:10,4845530.614,367739.3488
1803,2-Jan-05,18:15,4845525.333,367737.8345
1804,2-Jan-05,18:20,4845533.829,367739.1467
1805,2-Jan-05,18:25,4845529.693,367737.6149
1806,2-Jan-05,18:30,4845525.907,367738.6111
1807,2-Jan-05,18:35,4845531.963,367737.9902
1808,2-Jan-05,18:40,4845530.279,367740.5341
1809,2-Jan-05,18:45,4845531.54,367726.8187
1810,2-Jan-05,18:50,4845600.671,367670.8689
1811,2-Jan-05,18:55,4845602.345,367662.6467
1812,2-Jan-05,19:00,4845606.234,367670.4719
1813,2-Jan-05,19:05,4845601.684,367667.9654
1814,2-Jan-05,19:10,4845598.885,367669.0455
1815,2-Jan-05,19:15,4845596.587,367668.3958
1816,2-Jan-05,19:20,4845596.651,367669.6535
1817,2-Jan-05,19:25,4845596.952,367665.6566
1818,2-Jan-05,19:30,4845600.135,367668.2004
1819,2-Jan-05,19:35,4845597.942,367764.7819
1820,2-Jan-05,19:40,4845607.458,367683.27
1821,2-Jan-05,19:45,4845602.553,367688.0212
1822,2-Jan-05,19:50,4845603.301,367686.1836
1823,2-Jan-05,19:55,4845599.774,367684.7444
1824,2-Jan-05,20:00,4845601.755,367687.9007
1825,2-Jan-05,20:05,4845599.862,367686.9852
1826,2-Jan-05,20:10,4845609.118,367691.4697
1827,2-Jan-05,20:15,4845608.123,367687.286
1828,2-Jan-05,20:20,4845676.168,367538.3402
1829,2-Jan-05,20:25,4845725.294,367472.0896
1830,2-Jan-05,20:30,4845878.387,367695.556
1831,2-Jan-05,20:35,4845961.256,367991.3116
1832,2-Jan-05,20:40,4845921.543,368051.5321
1833,2-Jan-05,20:45,4846097.198,368352.6077
1834,2-Jan-05,20:50,4846105.569,368359.7312
1835,2-Jan-05,20:55,4846245.37,368346.562
1836,2-Jan-05,21:00,4846287.462,368536.0639
1837,2-Jan-05,21:05,4846267.006,368664.1096
1838,2-Jan-05,21:10,4846093.444,368922.137
1839,2-Jan-05,21:15,4845730.023,369114.3253
1840,2-Jan-05,21:20,4845660.294,369127.2523
1841,2-Jan-05,21:25,4845663.357,369126.8614
1842,2-Jan-05,21:30,4845662.33,369127.1393
1843,2-Jan-05,21:35,4845662.356,369127.4942
1844,2-Jan-05,21:40,4845663.068,369127.4195
1845,2-Jan-05,21:45,4845660.722,369127.5104
1846,2-Jan-05,21:50,4845663.685,369127.1417
1847,2-Jan-05,21:55,4845660.408,369127.6814
1848,2-Jan-05,22:00,4845663.718,369127.1665
1849,2-Jan-05,22:05,4845661.927,369125.5608
1850,2-Jan-05,22:10,4845663.521,369127.5653
1851,2-Jan-05,22:15,4845663.713,369127.4322
1852,2-Jan-05,22:20,4845661.376,369127.0481
1853,2-Jan-05,22:25,4845660.746,369127.4142
1854,2-Jan-05,22:30,4845660.5,369127.5061
1855,2-Jan-05,22:35,4845661.247,369127.4079
1856,2-Jan-05,22:40,4845662.581,369126.8059
1857,2-Jan-05,22:45,4845661.971,369126.7295
1858,2-Jan-05,22:50,4845662.522,369126.9417
1859,2-Jan-05,22:55,4845661.013,369126.8396
1860,2-Jan-05,23:00,4845661.067,369126.9534
1861,2-Jan-05,23:05,4845661.399,369127.564
1862,2-Jan-05,23:10,4845660.587,369128.2004
